Timestamp arrow_downward	Unit	Priority	Message (showing first 5000 entries)
02-18 08:59:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 08:59:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:58	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 08:58:56	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:56	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:56	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:56	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:56	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:56	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:56	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:48	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:48166->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:48	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:48	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:48	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:48	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:48	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:48	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:48	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:48166->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:43	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:48166->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:48166->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:48166->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:39	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:48166->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:38	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:37	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:49506->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:37	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:49506->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:37	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:49500->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:37	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:49500->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:27	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 08:58:26	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:48166->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:26	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:26	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:26	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:26	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:26	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:26	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:26	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:21	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:51324->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:19	dae	Informational	level=warning msg="handlePkt: write tcp 192.168.1.15:51324->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:18	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:48166->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:18	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:18	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:18	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:18	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:18	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:18	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:18	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:48166->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:45172->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54980->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44242->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:48066->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34024->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50786->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54366->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:48166->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:48166->163.177.58.13:11142: write: broken pipe"	
02-18 08:58:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:58:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:58:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
