Timestamp arrow_downward	Unit	Priority	Message (showing first 5000 entries)
02-18 09:00:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:25	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:25	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:25	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:25	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:25	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:25	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:23	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:23	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:23	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:23	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:23	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:23	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:22	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:22	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:22	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:22	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:22	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:22	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:00:18	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:18	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:18	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:18	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:18	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:18	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:13	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:00:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:10	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:10	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:10	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:10	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:10	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:10	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:00:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:00:05	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:00:03	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:00:02	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 09:00:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 09:00:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 09:00:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 09:00:01	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:57	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:55	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:55	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:55	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:55	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:55	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:55	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:54	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:50	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:42080->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 08:59:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:49	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:41	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 08:59:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:40	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:37	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 08:59:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:36	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:35	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 08:59:34	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:34	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:34	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:34	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:34	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:34	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:34	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:34	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:34	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 08:59:33	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:33	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:33	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:33	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:33	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:33	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:33	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:33	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:29	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:21	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:19	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 08:59:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:17	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:15	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:14	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:12	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:60146->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:11	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:10	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 08:59:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:09	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:08	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:06	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 08:59:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:49632->163.177.58.13:12103: write: broken pipe"	
02-18 08:59:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:44664->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43146->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:43564->163.177.58.13:11141: write: broken pipe"	
02-18 08:59:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:34452->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:35632->163.177.58.13:11142: write: broken pipe"	
02-18 08:59:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:54350->163.177.58.13:12101: write: broken pipe"	
02-18 08:59:04	dae	Informational	level=warning msg="handlePkt(dns): write tcp 192.168.1.15:50188->163.177.58.13:11141: write: broken pipe"	
